age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out,new_in,new_out,LengthOfStay
29,F,African-American,25 - 45,High,Male,5,-1.0,8,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
20,F,African-American,Less than 25,High,Female,1,483.0,10,1,2015-07-31 12:24:29,2015-08-12 05:12:48,2015-07-31,2015-08-12,12
49,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
29,M,African-American,25 - 45,Low,Male,1,0.0,2,1,2014-05-21 02:31:07,2014-05-23 01:56:21,2014-05-21,2014-05-23,2
18,F,African-American,Less than 25,High,Male,2,-85.0,9,1,2014-06-11 12:43:36,2014-09-04 10:12:00,2014-06-11,2014-09-04,85
22,F,Caucasian,Less than 25,Medium,Male,0,-1.0,6,0,2013-03-04 08:02:42,2013-03-05 09:56:34,2013-03-04,2013-03-05,1
34,F,African-American,25 - 45,High,Male,8,-1.0,10,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
47,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2014-10-06 03:47:48,2014-10-06 01:16:46,2014-10-06,2014-10-06,0
26,F,African-American,25 - 45,Medium,Female,3,-1.0,5,1,2013-04-28 09:29:51,2013-04-29 08:39:30,2013-04-28,2013-04-29,1
21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,2013-10-23 02:34:20,2013-10-26 08:28:29,2013-10-23,2013-10-26,3
54,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,2013-03-08 01:01:34,2013-04-16 01:26:45,2013-03-08,2013-04-16,39
59,F,African-American,Greater than 45,Low,Male,1,-1.0,1,0,2013-01-08 07:37:28,2013-01-09 12:43:37,2013-01-08,2013-01-09,1
22,F,African-American,Less than 25,High,Male,0,-1.0,8,1,2014-05-22 06:29:14,2014-05-23 08:19:39,2014-05-22,2014-05-23,1
24,F,Other,Less than 25,Low,Male,1,-1.0,4,1,2013-05-18 05:53:46,2013-05-23 03:55:02,2013-05-18,2013-05-23,5
64,F,African-American,Greater than 45,Medium,Male,20,-1.0,7,0,2013-12-25 10:09:07,2013-12-27 11:47:33,2013-12-25,2013-12-27,2
41,F,African-American,25 - 45,Medium,Male,14,-202.0,7,0,2014-03-08 01:28:21,2014-09-22 11:21:54,2014-03-08,2014-09-22,198
45,M,Caucasian,Greater than 45,Low,Male,1,0.0,1,1,2013-09-11 02:40:04,2013-09-11 08:28:58,2013-09-11,2013-09-11,0
22,F,African-American,Less than 25,Low,Female,0,-7.0,4,0,2013-06-20 10:32:45,2013-06-26 09:05:59,2013-06-20,2013-06-26,6
24,F,African-American,Less than 25,Low,Male,5,-1.0,3,1,2014-01-13 08:08:43,2014-01-14 07:43:20,2014-01-13,2014-01-14,1
54,F,Caucasian,Greater than 45,Low,Female,1,-128.0,1,0,2014-06-02 09:37:48,2014-10-06 06:08:16,2014-06-02,2014-10-06,126
30,F,African-American,25 - 45,Medium,Female,3,0.0,6,1,2013-09-26 04:53:11,2013-10-08 05:32:22,2013-09-26,2013-10-08,12
27,F,Caucasian,25 - 45,Medium,Female,0,0.0,5,0,2013-12-06 03:15:24,2013-12-06 09:29:08,2013-12-06,2013-12-06,0
23,O,African-American,Less than 25,Low,Male,0,-1.0,3,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
48,M,Hispanic,Greater than 45,Low,Male,0,-1.0,1,0,2014-07-13 10:54:37,2014-07-14 01:18:52,2014-07-13,2014-07-14,1
20,F,Caucasian,Less than 25,Low,Male,0,-3.0,4,0,2013-12-27 01:47:20,2013-12-27 08:51:11,2013-12-27,2013-12-27,0
29,F,Hispanic,25 - 45,Medium,Male,0,-1.0,5,1,2013-01-02 10:05:22,2013-01-09 05:44:25,2013-01-02,2013-01-09,7
28,F,Caucasian,25 - 45,Medium,Male,5,-23.0,5,1,2013-05-25 07:41:24,2013-06-15 05:29:45,2013-05-25,2013-06-15,21
37,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2014-01-27 04:34:50,2014-01-28 08:12:42,2014-01-27,2014-01-28,1
53,M,African-American,Greater than 45,Low,Male,2,-1.0,1,0,2014-07-05 04:50:19,2014-07-10 09:01:56,2014-07-05,2014-07-10,5
29,F,African-American,25 - 45,Low,Male,4,-1.0,3,0,2014-04-11 07:24:52,2014-04-12 08:56:46,2014-04-11,2014-04-12,1
25,F,Other,25 - 45,Low,Male,2,0.0,2,0,2013-11-27 12:32:45,2013-11-27 02:52:06,2013-11-27,2013-11-27,0
31,F,Caucasian,25 - 45,Low,Male,0,0.0,1,0,2014-10-29 01:01:25,2014-10-29 08:31:51,2014-10-29,2014-10-29,0
33,M,African-American,25 - 45,High,Male,2,-1.0,8,0,2014-04-01 03:59:59,2014-08-20 08:41:09,2014-04-01,2014-08-20,141
23,F,Caucasian,Less than 25,Medium,Male,3,18.0,6,1,2013-01-22 11:55:40,2013-09-24 10:11:00,2013-01-22,2013-09-24,245
32,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,2014-02-04 12:32:17,2014-02-05 09:57:20,2014-02-04,2014-02-05,1
34,F,Caucasian,25 - 45,Low,Male,2,-1.0,1,0,2014-07-06 08:24:10,2014-07-07 08:13:42,2014-07-06,2014-07-07,1
44,F,Caucasian,25 - 45,Low,Female,1,-3.0,1,0,2013-08-16 09:32:39,2013-08-17 06:40:59,2013-08-16,2013-08-17,1
41,F,African-American,25 - 45,Low,Male,8,-1.0,4,0,2013-03-08 11:20:25,2013-03-10 01:38:59,2013-03-08,2013-03-10,2
37,F,African-American,25 - 45,High,Male,16,-1.0,9,0,2013-03-21 07:21:37,2013-08-29 07:33:42,2013-03-21,2013-08-29,161
40,O,Caucasian,25 - 45,Low,Female,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
26,F,Caucasian,25 - 45,Low,Male,2,-177.0,4,0,2014-04-30 04:00:32,2014-05-21 11:00:00,2014-04-30,2014-05-21,21
30,F,Caucasian,25 - 45,Low,Male,3,21.0,2,0,2013-04-08 04:09:44,2013-05-04 02:26:09,2013-04-08,2013-05-04,26
43,M,African-American,25 - 45,High,Male,18,-1.0,8,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
33,M,Caucasian,25 - 45,Low,Female,1,-1.0,2,0,2014-04-17 08:10:52,2014-04-19 08:53:29,2014-04-17,2014-04-19,2
27,M,African-American,25 - 45,Medium,Male,2,0.0,5,1,2013-05-24 04:38:03,2013-05-31 10:05:39,2013-05-24,2013-05-31,7
49,F,African-American,Greater than 45,Low,Male,1,-33.0,3,0,2014-08-07 05:08:43,2014-08-16 01:22:37,2014-08-07,2014-08-16,9
32,F,African-American,25 - 45,Low,Male,0,-1.0,1,1,2014-02-10 09:20:37,2014-02-11 01:25:21,2014-02-10,2014-02-11,1
58,O,Caucasian,Greater than 45,Medium,Male,0,-1.0,5,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
22,M,Caucasian,Less than 25,Medium,Male,2,-1.0,5,0,2014-05-01 06:07:26,2014-05-02 09:39:08,2014-05-01,2014-05-02,1
44,F,African-American,25 - 45,Low,Female,2,-42.0,3,0,2014-03-18 11:39:18,2014-03-19 09:32:12,2014-03-18,2014-03-19,1
40,M,African-American,25 - 45,High,Male,24,-1.0,8,1,2014-02-08 04:41:57,2014-02-09 07:16:35,2014-02-08,2014-02-09,1
35,O,African-American,25 - 45,Low,Male,0,-1.0,2,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
23,F,African-American,Less than 25,Low,Male,1,-45.0,2,0,2013-11-24 07:49:16,2013-11-24 08:12:10,2013-11-24,2013-11-24,0
34,M,Hispanic,25 - 45,Low,Male,2,0.0,3,1,2013-04-27 02:33:25,2013-04-27 07:29:37,2013-04-27,2013-04-27,0
33,F,African-American,25 - 45,High,Male,1,-1.0,10,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
50,O,African-American,Greater than 45,Medium,Male,0,-1.0,7,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
33,M,African-American,25 - 45,Low,Female,3,-1.0,4,0,2014-03-22 07:22:13,2014-03-23 09:07:58,2014-03-22,2014-03-23,1
33,F,Caucasian,25 - 45,Medium,Male,3,-42.0,5,0,2013-06-04 12:15:50,2013-07-15 11:24:04,2013-06-04,2013-07-15,41
33,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2014-02-25 04:14:26,2014-03-04 02:26:37,2014-02-25,2014-03-04,7
41,M,African-American,25 - 45,Medium,Male,2,46.0,6,1,2014-04-05 12:50:01,2014-04-17 03:15:17,2014-04-05,2014-04-17,12
37,M,Hispanic,25 - 45,Low,Male,1,-1.0,1,0,2013-09-30 10:22:08,2013-10-01 07:31:46,2013-09-30,2013-10-01,1
35,O,Other,25 - 45,Low,Male,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
28,M,African-American,25 - 45,Medium,Male,9,-1.0,5,0,2013-08-15 12:50:23,2013-08-17 04:14:04,2013-08-15,2013-08-17,2
25,F,African-American,25 - 45,Medium,Female,0,-1.0,5,1,2013-02-25 10:08:13,2013-02-26 12:52:06,2013-02-25,2013-02-26,1
51,F,Other,Greater than 45,Low,Male,14,496.0,4,1,2015-03-27 01:02:00,2015-03-31 01:36:21,2015-03-27,2015-03-31,4
46,F,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,2014-07-11 04:21:11,2014-07-12 08:02:30,2014-07-11,2014-07-12,1
30,M,African-American,25 - 45,Low,Female,1,-1.0,4,0,2013-02-02 05:10:03,2013-02-04 05:37:02,2013-02-02,2013-02-04,2
47,M,African-American,Greater than 45,Low,Female,0,-2.0,2,0,2013-04-17 11:16:09,2013-04-18 08:01:15,2013-04-17,2013-04-18,1
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,1,2014-02-18 01:35:21,2014-02-19 10:08:11,2014-02-18,2014-02-19,1
37,M,Caucasian,25 - 45,Medium,Male,5,-105.0,5,0,2013-05-16 10:40:48,2013-08-29 10:25:21,2013-05-16,2013-08-29,105
29,O,Caucasian,25 - 45,High,Female,0,-1.0,10,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
21,F,African-American,Less than 25,Low,Male,0,0.0,3,0,2014-04-11 12:47:33,2014-04-12 05:31:42,2014-04-11,2014-04-12,1
38,F,African-American,25 - 45,Low,Male,5,-1.0,1,0,2014-02-22 05:20:40,2014-02-24 02:04:00,2014-02-22,2014-02-24,2
46,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2014-11-15 12:02:21,2014-11-16 08:37:50,2014-11-15,2014-11-16,1
31,F,Caucasian,25 - 45,High,Male,9,0.0,8,1,2013-01-13 03:26:50,2013-05-10 01:28:33,2013-01-13,2013-05-10,117
21,F,African-American,Less than 25,Low,Male,1,147.0,4,0,2013-07-01 11:16:44,2014-05-20 06:28:51,2013-07-01,2014-05-20,323
30,F,Caucasian,25 - 45,Low,Female,1,-43.0,3,0,2013-02-05 04:36:11,2013-02-05 07:27:49,2013-02-05,2013-02-05,0
41,F,Native American,25 - 45,Low,Male,5,-18.0,2,0,2014-08-30 01:30:32,2014-09-17 10:21:47,2014-08-30,2014-09-17,18
50,F,African-American,Greater than 45,Low,Male,2,-2.0,1,0,2014-03-18 10:15:35,2014-03-19 01:28:20,2014-03-18,2014-03-19,1
52,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,2013-05-25 08:17:56,2013-06-20 08:38:12,2013-05-25,2013-06-20,26
25,F,African-American,25 - 45,High,Male,5,-1.0,10,1,2013-03-19 07:14:55,2013-11-10 12:29:30,2013-03-19,2013-11-10,236
60,F,African-American,Greater than 45,High,Male,10,-1.0,9,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
46,M,African-American,Greater than 45,High,Female,7,-1.0,8,0,2013-03-18 11:13:20,2013-04-06 08:43:39,2013-03-18,2013-04-06,19
22,M,Caucasian,Less than 25,Medium,Male,3,0.0,6,0,2014-08-10 07:58:13,2014-09-17 05:50:03,2014-08-10,2014-09-17,38
62,M,Caucasian,Greater than 45,Low,Male,3,-1.0,1,0,2013-04-17 12:42:29,2013-04-18 01:50:29,2013-04-17,2013-04-18,1
75,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,2014-04-02 06:34:09,2014-04-03 01:53:46,2014-04-02,2014-04-03,1
57,F,Other,Greater than 45,Low,Male,10,246.0,4,1,2013-12-29 01:34:37,2014-06-29 01:24:47,2013-12-29,2014-06-29,182
36,M,Caucasian,25 - 45,Medium,Male,0,-1.0,7,1,2014-08-20 11:37:21,2014-08-26 09:21:52,2014-08-20,2014-08-26,6
24,F,African-American,Less than 25,Low,Male,2,-1.0,3,1,2014-04-25 07:31:18,2014-05-06 04:48:36,2014-04-25,2014-05-06,11
23,F,Hispanic,Less than 25,Medium,Male,0,-1.0,6,0,2014-09-04 09:32:13,2014-09-05 08:29:35,2014-09-04,2014-09-05,1
37,M,Hispanic,25 - 45,Low,Male,3,-1.0,2,1,2014-09-13 01:30:45,2014-09-15 03:15:00,2014-09-13,2014-09-15,2
25,F,Caucasian,25 - 45,High,Male,9,0.0,9,0,2013-01-06 04:36:22,2013-03-01 07:44:45,2013-01-06,2013-03-01,54
21,M,African-American,Less than 25,High,Male,0,-1.0,10,1,2013-09-09 08:02:10,2013-10-14 08:09:28,2013-09-09,2013-10-14,35
38,M,Asian,25 - 45,Low,Male,0,-1.0,1,0,2013-02-16 08:04:12,2013-02-17 01:58:20,2013-02-16,2013-02-17,1
25,F,Caucasian,25 - 45,Low,Male,2,0.0,3,0,2014-08-29 03:38:26,2014-08-30 03:57:55,2014-08-29,2014-08-30,1
29,F,African-American,25 - 45,Medium,Male,5,-1.0,7,1,2013-01-03 05:32:52,2013-01-08 05:47:07,2013-01-03,2013-01-08,5
52,M,African-American,Greater than 45,Low,Male,0,0.0,1,1,2013-04-19 02:24:36,2013-04-19 07:57:07,2013-04-19,2013-04-19,0
33,M,Other,25 - 45,Low,Male,3,0.0,2,0,2014-06-01 04:45:22,2014-06-02 08:24:22,2014-06-01,2014-06-02,1
29,F,African-American,25 - 45,High,Male,5,-1.0,10,1,2013-05-09 01:29:58,2013-05-11 06:16:17,2013-05-09,2013-05-11,2
59,F,African-American,Greater than 45,Low,Male,13,-1.0,2,1,2014-03-14 04:07:11,2014-11-11 11:32:54,2014-03-14,2014-11-11,242
22,F,African-American,Less than 25,High,Male,5,-1.0,9,0,2013-09-04 12:53:51,2014-03-18 06:23:56,2013-09-04,2014-03-18,195
40,F,Caucasian,25 - 45,High,Male,7,-1.0,8,0,2014-12-17 01:10:24,2015-01-27 09:32:32,2014-12-17,2015-01-27,41
36,M,Caucasian,25 - 45,Medium,Male,3,-30.0,5,0,2014-06-10 04:38:31,2014-07-09 09:18:25,2014-06-10,2014-07-09,29
39,F,African-American,25 - 45,Low,Male,2,0.0,3,1,2013-02-16 03:49:30,2013-02-16 08:09:00,2013-02-16,2013-02-16,0
48,M,Hispanic,Greater than 45,Low,Male,1,0.0,1,0,2013-02-28 02:24:37,2013-08-14 11:30:08,2013-02-28,2013-08-14,167
31,M,Other,25 - 45,Low,Male,3,-1.0,1,1,2013-05-03 12:37:24,2013-05-04 05:39:19,2013-05-03,2013-05-04,1
20,F,African-American,Less than 25,Low,Male,2,162.0,4,0,2015-02-03 12:08:20,2015-10-03 08:25:02,2015-02-03,2015-10-03,242
61,M,Asian,Greater than 45,Low,Male,1,0.0,1,0,2014-09-30 02:55:22,2014-09-30 08:24:33,2014-09-30,2014-09-30,0
20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,2013-05-02 01:33:54,2013-05-07 05:29:14,2013-05-02,2013-05-07,5
50,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-11-08 09:47:29,2013-11-09 01:50:35,2013-11-08,2013-11-09,1
27,F,African-American,25 - 45,High,Male,7,-1.0,9,1,2013-02-14 05:38:06,2013-02-18 07:11:15,2013-02-14,2013-02-18,4
27,M,African-American,25 - 45,Low,Male,0,0.0,1,0,2013-09-27 01:08:40,2013-09-28 01:42:06,2013-09-27,2013-09-28,1
31,F,Caucasian,25 - 45,Medium,Male,4,-1.0,7,1,2014-07-25 05:19:54,2014-07-30 09:23:17,2014-07-25,2014-07-30,5
32,F,African-American,25 - 45,Low,Female,2,340.0,3,0,2013-12-17 12:16:41,2014-03-05 04:11:58,2013-12-17,2014-03-05,78
39,F,African-American,25 - 45,High,Male,11,-1.0,9,0,2014-12-16 08:13:33,2014-12-17 09:00:08,2014-12-16,2014-12-17,1
24,M,African-American,Less than 25,Medium,Female,2,0.0,6,0,2013-01-19 06:28:29,2013-02-19 03:54:59,2013-01-19,2013-02-19,31
24,F,African-American,Less than 25,High,Male,4,-1.0,9,1,2013-02-19 07:52:29,2013-04-11 08:38:31,2013-02-19,2013-04-11,51
30,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,2013-11-25 01:45:02,2013-11-26 09:27:55,2013-11-25,2013-11-26,1
21,F,African-American,Less than 25,Medium,Male,2,-32.0,6,0,2013-09-20 10:32:05,2013-10-12 02:22:27,2013-09-20,2013-10-12,22
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
41,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,2013-02-18 01:26:20,2013-02-18 06:29:40,2013-02-18,2013-02-18,0
67,F,African-American,Greater than 45,Low,Male,1,19.0,1,0,2013-06-25 04:38:13,2013-07-27 02:05:58,2013-06-25,2013-07-27,32
38,F,Other,25 - 45,Low,Male,1,-1.0,3,0,2013-05-21 04:55:10,2013-05-22 03:30:14,2013-05-21,2013-05-22,1
20,O,Hispanic,Less than 25,Medium,Male,0,-1.0,6,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
32,F,African-American,25 - 45,High,Male,2,0.0,8,1,2014-01-04 02:55:07,2014-01-23 10:05:15,2014-01-04,2014-01-23,19
27,F,Caucasian,25 - 45,Medium,Male,5,414.0,6,0,2014-12-03 01:33:47,2015-01-02 01:47:50,2014-12-03,2015-01-02,30
24,F,Caucasian,Less than 25,Medium,Female,1,-1.0,5,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
69,M,Caucasian,Greater than 45,Low,Male,0,-4.0,1,1,2013-09-26 11:18:14,2013-09-27 07:30:11,2013-09-26,2013-09-27,1
25,F,Caucasian,25 - 45,High,Male,1,0.0,9,0,2013-02-08 03:23:59,2013-04-08 04:29:04,2013-02-08,2013-04-08,59
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,2013-10-09 05:20:59,2013-11-08 10:11:50,2013-10-09,2013-11-08,30
55,O,Caucasian,Greater than 45,Low,Female,0,-1.0,1,-1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
28,F,African-American,25 - 45,High,Male,7,-1.0,10,1,2014-07-04 08:01:25,2014-07-05 08:26:16,2014-07-04,2014-07-05,1
20,F,Caucasian,Less than 25,High,Male,2,-1.0,8,0,2014-12-04 04:00:14,2014-12-06 07:27:46,2014-12-04,2014-12-06,2
21,F,Caucasian,Less than 25,Low,Male,3,-47.0,3,0,2014-05-09 01:15:28,2014-05-10 06:06:42,2014-05-09,2014-05-10,1
27,M,Caucasian,25 - 45,Low,Male,0,0.0,4,1,2013-10-29 02:55:04,2013-10-29 02:11:41,2013-10-29,2013-10-29,0
28,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,2014-08-25 09:19:48,2014-08-27 03:46:44,2014-08-25,2014-08-27,2
20,F,African-American,Less than 25,Medium,Female,1,-1.0,6,1,2014-01-02 09:18:38,2014-01-03 10:38:34,2014-01-02,2014-01-03,1
36,F,African-American,25 - 45,Low,Male,2,0.0,1,1,2013-03-14 12:03:58,2013-03-14 02:37:32,2013-03-14,2013-03-14,0
26,F,African-American,25 - 45,High,Female,6,-1.0,8,0,2014-09-16 05:03:07,2014-09-17 10:38:38,2014-09-16,2014-09-17,1
39,F,Hispanic,25 - 45,Low,Female,10,-1.0,4,1,2014-01-11 09:59:10,2014-01-12 02:30:18,2014-01-11,2014-01-12,1
25,F,African-American,25 - 45,High,Male,10,-4.0,10,1,2014-11-14 06:42:11,2014-11-22 05:17:00,2014-11-14,2014-11-22,8
35,M,Caucasian,25 - 45,Low,Female,1,-1.0,4,0,2013-01-01 10:04:07,2013-01-02 01:12:01,2013-01-01,2013-01-02,1
31,F,Caucasian,25 - 45,High,Male,9,-1.0,8,0,2014-10-20 10:47:18,2015-08-27 07:34:35,2014-10-20,2015-08-27,311
32,M,African-American,25 - 45,High,Male,12,-1.0,10,1,2013-05-06 08:54:39,2013-05-08 02:59:50,2013-05-06,2013-05-08,2
25,F,Native American,25 - 45,Low,Male,1,-49.0,3,0,2014-08-27 02:17:01,2014-09-06 01:19:48,2014-08-27,2014-09-06,10
69,M,Other,Greater than 45,Low,Male,0,-1.0,1,0,2013-10-02 11:30:23,2013-10-03 08:15:01,2013-10-02,2013-10-03,1
21,M,African-American,Less than 25,Medium,Male,0,-1.0,7,0,2014-11-19 10:32:30,2014-11-21 03:24:56,2014-11-19,2014-11-21,2
21,M,Caucasian,Less than 25,Medium,Male,1,-21.0,6,0,2013-11-25 09:39:37,2013-11-26 02:01:43,2013-11-25,2013-11-26,1
41,F,Caucasian,25 - 45,Low,Male,1,0.0,1,0,2013-05-08 10:07:34,2013-05-10 11:57:26,2013-05-08,2013-05-10,2
21,F,Hispanic,Less than 25,Medium,Male,0,-3.0,5,0,2013-07-12 04:10:13,2013-07-13 01:26:10,2013-07-12,2013-07-13,1
29,F,Caucasian,25 - 45,Low,Male,1,0.0,3,0,2013-11-20 02:13:42,2013-11-22 04:26:44,2013-11-20,2013-11-22,2
38,F,African-American,25 - 45,High,Male,0,-1.0,8,0,2013-01-26 08:27:54,2013-01-31 08:48:08,2013-01-26,2013-01-31,5
21,F,African-American,Less than 25,High,Male,1,-1.0,9,1,2014-04-29 04:12:31,2014-04-30 10:15:00,2014-04-29,2014-04-30,1
26,F,African-American,25 - 45,High,Male,11,0.0,8,0,2014-05-23 07:41:52,2014-05-24 08:04:50,2014-05-23,2014-05-24,1
56,M,Hispanic,Greater than 45,Low,Male,1,-1.0,1,0,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
31,M,Caucasian,25 - 45,High,Male,10,185.0,8,0,2013-11-05 12:03:59,2013-11-05 02:05:25,2013-11-05,2013-11-05,0
56,M,African-American,Greater than 45,Low,Male,0,0.0,2,0,2014-10-12 03:29:36,2014-10-14 08:13:36,2014-10-12,2014-10-14,2
35,M,Caucasian,25 - 45,Low,Male,2,0.0,2,1,2013-08-27 01:13:03,2013-09-30 06:47:08,2013-08-27,2013-09-30,34
34,M,African-American,25 - 45,Medium,Male,5,-13.0,6,0,2013-03-14 10:36:21,2013-03-16 12:30:05,2013-03-14,2013-03-16,2
52,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,2013-12-10 06:48:24,2013-12-11 01:30:42,2013-12-10,2013-12-11,1
21,F,African-American,Less than 25,High,Male,0,-1.0,8,0,2013-01-07 09:42:31,2013-01-09 01:05:12,2013-01-07,2013-01-09,2
43,M,African-American,25 - 45,Low,Male,8,-1.0,2,0,2014-03-05 03:32:15,2014-03-06 08:44:10,2014-03-05,2014-03-06,1
32,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2013-01-27 12:16:14,2013-01-28 12:35:10,2013-01-27,2013-01-28,1
49,F,Caucasian,Greater than 45,Medium,Male,5,-1.0,6,1,2013-08-24 09:57:23,2013-08-28 08:04:55,2013-08-24,2013-08-28,4
56,F,Caucasian,Greater than 45,Low,Male,11,-35.0,4,0,2014-06-25 05:58:09,2014-06-26 09:03:00,2014-06-25,2014-06-26,1
21,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,2013-12-26 06:13:31,2013-12-27 07:35:30,2013-12-26,2013-12-27,1
29,F,African-American,25 - 45,Medium,Female,2,377.0,7,0,2014-03-27 12:39:16,2014-04-11 05:25:54,2014-03-27,2014-04-11,15
28,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,2013-02-16 04:10:07,2013-02-17 01:39:08,2013-02-16,2013-02-17,1
65,F,Caucasian,Greater than 45,Low,Female,1,-1.0,1,0,2013-12-23 12:11:10,2013-12-23 01:21:39,2013-12-23,2013-12-23,0
25,F,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,2014-12-24 11:03:18,2015-01-28 09:21:47,2014-12-24,2015-01-28,35
27,M,Caucasian,25 - 45,Low,Female,0,0.0,3,0,2013-02-16 04:48:14,2013-02-17 09:06:22,2013-02-16,2013-02-17,1
29,F,Other,25 - 45,Low,Male,6,-1.0,4,1,2014-11-24 11:54:01,2013-09-12 10:31:00,2014-11-24,2013-09-12,438
48,F,Caucasian,Greater than 45,High,Male,20,0.0,8,1,2013-10-21 06:11:11,2013-12-06 11:28:57,2013-10-21,2013-12-06,46
25,M,African-American,25 - 45,High,Male,1,620.0,8,1,2014-11-29 10:21:00,2015-03-14 04:18:32,2014-11-29,2015-03-14,105
20,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,2013-12-26 06:15:07,2013-12-27 08:17:53,2013-12-26,2013-12-27,1
49,F,Other,Greater than 45,Medium,Male,7,0.0,6,1,2013-10-24 12:46:22,2013-11-06 11:22:21,2013-10-24,2013-11-06,13
36,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,2014-06-22 02:47:37,2014-06-23 08:08:56,2014-06-22,2014-06-23,1
42,M,Other,25 - 45,Low,Male,6,-1.0,3,0,2013-12-06 03:17:43,2013-12-07 07:51:47,2013-12-06,2013-12-07,1
63,F,African-American,Greater than 45,Low,Male,6,-1.0,3,0,2013-04-21 11:10:45,2013-05-16 06:46:14,2013-04-21,2013-05-16,25
40,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,2013-08-10 12:52:53,2013-08-10 09:20:05,2013-08-10,2013-08-10,0
34,F,Hispanic,25 - 45,Low,Male,0,-1.0,2,0,2013-04-11 09:53:54,2013-04-12 09:11:30,2013-04-11,2013-04-12,1
21,F,African-American,Less than 25,High,Male,1,0.0,10,1,2013-04-11 06:55:26,2013-07-06 08:21:51,2013-04-11,2013-07-06,86
27,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,2013-10-08 11:08:37,2013-10-09 08:35:23,2013-10-08,2013-10-09,1
29,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,2014-03-16 05:03:20,2014-03-17 08:53:08,2014-03-16,2014-03-17,1
35,M,Caucasian,25 - 45,High,Male,0,-1.0,10,1,2014-11-10 09:33:20,2014-11-26 08:40:39,2014-11-10,2014-11-26,16
32,M,African-American,25 - 45,Medium,Male,9,-39.0,6,1,2013-03-25 12:04:09,2013-05-03 05:44:03,2013-03-25,2013-05-03,39
50,M,African-American,Greater than 45,Low,Female,0,-1.0,1,0,2013-05-13 09:20:14,2013-05-14 09:21:11,2013-05-13,2013-05-14,1
24,M,Other,Less than 25,Low,Male,2,-1.0,3,0,2014-04-22 11:17:13,2014-04-24 10:09:19,2014-04-22,2014-04-24,2
