age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,c_jail_in,c_jail_out
52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2014-11-25 07:56:01,2014-11-26 02:05:57
64,O,Caucasian,Greater than 45,Low,Female,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
27,F,Caucasian,25 - 45,Low,Male,1,-1.0,3,0,2013-12-31 09:37:13,2014-01-01 08:36:34
23,F,African-American,Less than 25,Low,Female,1,-8.0,4,0,2014-10-15 07:44:45,2014-10-21 09:29:37
28,F,African-American,25 - 45,Medium,Male,5,-1.0,6,0,2014-03-28 10:42:06,2014-04-12 03:48:00
28,F,Hispanic,25 - 45,High,Male,16,-1.0,10,1,2014-11-24 07:31:04,2014-12-23 11:26:31
22,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,2014-04-01 07:36:09,2014-05-05 07:47:51
26,F,African-American,25 - 45,High,Male,4,0.0,10,0,2013-03-09 03:03:42,2014-01-23 06:29:39
51,M,African-American,Greater than 45,High,Male,8,-1.0,8,0,2013-04-17 03:45:48,2013-09-12 10:31:00
30,F,African-American,25 - 45,Low,Female,0,0.0,2,0,2014-03-25 12:40:00,2014-03-25 09:14:31
23,O,African-American,Less than 25,High,Male,0,-1.0,10,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
32,M,African-American,25 - 45,Medium,Male,0,-1.0,7,0,2013-04-10 09:50:36,2013-04-12 06:00:18
27,F,Caucasian,25 - 45,Low,Male,5,-1.0,4,0,2013-08-22 10:46:01,2013-08-23 08:10:56
21,F,Hispanic,Less than 25,Medium,Male,1,-1.0,5,1,2014-06-26 04:39:10,2014-06-28 05:02:08
62,F,Other,Greater than 45,Low,Female,1,-2.0,-1,0,2013-09-21 10:16:36,2013-09-22 01:50:26
21,F,African-American,Less than 25,Medium,Male,0,-1.0,5,0,2013-05-13 07:56:26,2013-05-15 01:24:31
34,F,Caucasian,25 - 45,Low,Female,0,-1.0,3,1,2013-05-24 10:51:39,2013-07-26 06:10:54
24,F,African-American,Less than 25,High,Male,7,-1.0,9,1,2013-09-26 06:27:06,2014-04-14 01:24:33
32,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,2013-04-07 07:03:09,2013-04-26 08:49:05
53,F,Other,Greater than 45,Low,Male,0,-1.0,1,0,2014-07-17 12:14:42,2014-07-18 08:13:45
38,F,Caucasian,25 - 45,Medium,Female,5,-1.0,6,1,2013-05-15 10:43:19,2013-06-26 05:13:06
60,F,African-American,Greater than 45,Medium,Male,0,-1.0,6,0,2014-11-22 04:01:34,2014-11-23 01:07:20
25,F,Caucasian,25 - 45,Medium,Male,1,-51.0,6,0,2014-10-21 05:27:52,2014-11-10 07:58:01
56,M,African-American,Greater than 45,Low,Male,3,-28.0,1,0,2014-01-16 12:26:12,2014-01-31 09:03:56
44,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,2013-02-22 01:00:39,2013-02-23 08:11:29
27,F,African-American,25 - 45,High,Male,6,-1.0,8,0,2013-10-31 05:51:18,2015-10-17 04:17:22
26,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2014-04-21 03:35:41,2014-04-22 08:33:10
31,M,African-American,25 - 45,Medium,Male,1,-1.0,5,1,2013-08-24 09:20:42,2013-08-25 08:18:28
25,F,Caucasian,25 - 45,Medium,Female,6,-1.0,7,0,2013-05-20 07:27:50,2013-06-14 04:06:44
56,F,African-American,Greater than 45,Medium,Male,14,-1.0,7,0,2013-02-25 05:57:40,2014-12-18 07:08:33
20,M,African-American,Less than 25,Medium,Female,0,-1.0,5,0,2013-09-09 08:08:27,2013-09-10 07:49:28
35,M,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2014-01-01 11:50:43,2014-01-03 01:39:37
33,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,2013-08-23 08:13:02,2013-08-24 05:16:56
24,M,African-American,Less than 25,Low,Male,0,-1.0,3,0,2014-02-01 03:37:21,2014-02-02 07:55:32
40,M,Hispanic,25 - 45,Low,Female,2,-7.0,2,0,2013-09-23 10:17:27,2013-09-27 08:51:45
27,F,African-American,25 - 45,High,Male,9,0.0,9,1,2014-07-02 04:34:07,2014-07-02 08:17:07
21,M,African-American,Less than 25,Low,Female,2,-72.0,3,0,2013-11-04 02:27:29,2013-11-05 02:13:57
62,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,2014-10-04 03:08:11,2014-10-05 05:08:48
38,M,Hispanic,25 - 45,Low,Male,0,-1.0,1,0,2014-09-28 01:24:59,2014-09-29 01:36:34
28,M,Hispanic,25 - 45,Low,Male,1,-1.0,4,0,2013-04-17 03:45:48,2013-09-12 10:31:00
61,F,African-American,Greater than 45,Medium,Male,13,-1.0,7,0,2014-01-09 11:40:32,2014-01-10 07:52:57
21,F,African-American,Less than 25,Medium,Female,0,-1.0,5,0,2014-10-07 07:12:09,2014-10-08 09:19:46
54,F,Caucasian,Greater than 45,Low,Male,13,-33.0,4,0,2013-03-27 06:01:14,2013-03-28 08:10:05
38,F,African-American,25 - 45,Medium,Male,9,-1.0,5,1,2014-08-05 07:00:13,2014-08-07 05:07:25
29,F,Hispanic,25 - 45,Medium,Male,6,-1.0,5,0,2013-01-25 10:39:32,2013-09-12 07:20:26
20,F,Caucasian,Less than 25,Medium,Male,0,-1.0,6,1,2013-09-13 05:02:10,2013-09-14 07:08:23
30,F,African-American,25 - 45,Low,Male,9,-1.0,3,1,2013-11-16 03:21:37,2013-11-17 08:27:24
41,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,0,2014-09-18 04:21:00,2014-09-20 07:18:55
36,F,Caucasian,25 - 45,Medium,Male,9,0.0,6,1,2013-04-06 01:15:11,2013-04-25 06:15:47
59,O,Other,Greater than 45,Low,Female,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
23,M,African-American,Less than 25,High,Male,2,-1.0,9,1,2014-01-27 09:20:56,2014-02-04 01:09:43
39,F,African-American,25 - 45,High,Male,21,-1.0,10,1,2014-08-26 11:59:56,2014-08-27 04:21:26
32,M,African-American,25 - 45,Medium,Male,3,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
29,F,Caucasian,25 - 45,Medium,Male,3,-1.0,6,1,2014-11-08 11:54:31,2014-11-09 09:53:55
58,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,2013-04-26 09:01:52,2013-04-27 07:25:54
23,F,Hispanic,Less than 25,Medium,Male,2,-1.0,7,0,2013-04-25 02:38:32,2013-05-30 09:53:56
27,M,Other,25 - 45,Low,Male,2,-1.0,2,0,2014-10-05 01:50:57,2014-10-14 07:06:10
23,M,Caucasian,Less than 25,High,Male,3,-1.0,8,1,2013-01-26 07:15:26,2013-02-21 09:21:04
38,O,African-American,25 - 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
68,F,African-American,Greater than 45,Low,Female,5,-4.0,2,0,2013-10-17 11:55:00,2013-10-18 07:57:32
24,O,African-American,Less than 25,Medium,Male,0,-1.0,7,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
26,M,Caucasian,25 - 45,Medium,Female,2,0.0,5,0,2013-04-23 04:28:21,2013-04-23 07:38:37
23,M,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,2014-10-22 12:25:01,2014-10-23 09:13:54
51,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,2014-05-22 04:51:07,2014-05-23 08:08:14
32,F,Hispanic,25 - 45,Medium,Male,0,-1.0,5,0,2013-12-02 06:08:28,2014-06-26 02:19:53
28,M,African-American,25 - 45,Low,Female,1,-19.0,2,0,2014-11-30 12:36:39,2014-12-01 12:26:33
25,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,2014-02-13 08:49:07,2014-02-14 01:09:30
40,F,African-American,25 - 45,High,Male,5,0.0,9,1,2013-01-02 03:03:13,2013-02-26 06:26:53
51,F,African-American,Greater than 45,Medium,Male,14,-11.0,5,0,2014-01-24 12:28:43,2014-02-01 10:20:54
27,M,African-American,25 - 45,Medium,Male,2,-1.0,5,1,2013-01-03 08:36:07,2013-01-18 09:00:58
49,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,2014-10-19 09:18:54,2014-11-20 09:28:01
41,M,Other,25 - 45,Low,Male,1,0.0,1,0,2014-07-06 01:22:31,2014-07-06 01:45:38
36,M,Other,25 - 45,Low,Male,0,-1.0,1,0,2014-01-21 12:17:06,2014-01-24 03:19:22
38,O,Caucasian,25 - 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
52,F,African-American,Greater than 45,Low,Male,0,0.0,4,0,2014-02-13 01:31:44,2014-04-11 03:13:00
28,M,Caucasian,25 - 45,Medium,Male,5,-76.0,7,0,2013-02-15 04:11:18,2013-02-21 12:49:55
20,F,African-American,Less than 25,Low,Male,0,-4.0,3,0,2013-08-02 12:53:34,2013-08-06 10:33:58
55,O,Caucasian,Greater than 45,Medium,Female,0,-1.0,6,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
21,F,African-American,Less than 25,High,Male,2,0.0,10,1,2013-08-22 03:00:48,2013-11-16 04:47:00
26,F,Caucasian,25 - 45,Low,Male,0,0.0,3,0,2014-10-19 03:45:57,2014-10-20 01:49:24
31,F,African-American,25 - 45,Low,Female,0,0.0,2,0,2013-09-11 02:25:29,2013-09-12 05:28:48
64,M,Hispanic,Greater than 45,Low,Female,0,-1.0,1,0,2014-08-16 12:37:47,2014-08-17 09:00:51
22,F,African-American,Less than 25,High,Male,4,-1.0,8,0,2014-06-02 07:12:39,2014-06-03 01:40:52
29,O,Hispanic,25 - 45,Low,Male,0,-1.0,3,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
57,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,2013-05-27 01:52:05,2013-05-28 01:12:21
61,F,Caucasian,Greater than 45,Low,Female,8,0.0,3,1,2013-05-07 12:19:29,2013-06-07 08:21:35
29,O,Caucasian,25 - 45,Low,Male,0,-1.0,3,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
35,F,Hispanic,25 - 45,Low,Male,3,-23.0,1,1,2014-03-12 08:21:31,2014-03-22 02:23:24
54,F,Caucasian,Greater than 45,Medium,Male,13,80.0,5,0,2014-11-09 04:22:03,2014-12-09 07:05:14
25,M,Hispanic,25 - 45,High,Male,9,-1.0,8,0,2014-01-08 09:47:39,2014-11-19 07:25:38
54,F,African-American,Greater than 45,Medium,Male,3,-1.0,6,1,2013-12-17 02:05:51,2013-12-19 09:10:18
39,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2014-03-19 08:21:38,2014-03-20 10:14:17
24,F,African-American,Less than 25,Medium,Male,1,-1.0,7,0,2013-01-04 03:20:01,2013-02-06 10:00:42
29,F,Hispanic,25 - 45,Low,Female,0,-1.0,4,1,2013-09-19 01:59:44,2013-09-20 07:48:00
23,F,African-American,Less than 25,High,Male,2,-1.0,8,0,2014-04-09 08:00:53,2014-04-11 04:07:40
50,F,African-American,Greater than 45,High,Male,26,-21.0,8,0,2014-03-20 11:50:56,2014-04-10 10:49:04
48,F,African-American,Greater than 45,High,Male,8,-1.0,9,1,2013-04-06 01:01:53,2013-04-17 05:13:28
42,O,African-American,25 - 45,Medium,Male,0,-1.0,7,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
30,M,African-American,25 - 45,Medium,Male,6,0.0,7,1,2013-05-08 03:08:29,2013-05-08 07:08:40
26,F,African-American,25 - 45,High,Male,10,-1.0,10,1,2013-05-25 08:48:32,2013-05-27 04:30:20
36,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,0,2013-04-17 03:45:48,2013-09-12 10:31:00
25,O,Other,25 - 45,Low,Female,0,-1.0,3,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
37,F,African-American,25 - 45,High,Male,12,0.0,9,1,2013-01-11 02:22:05,2013-01-11 08:05:10
26,F,African-American,25 - 45,Medium,Male,4,0.0,6,1,2014-10-28 01:38:25,2014-12-12 08:07:45
29,M,African-American,25 - 45,High,Male,7,0.0,10,1,2013-01-21 12:56:39,2013-01-30 05:11:15
46,O,Caucasian,Greater than 45,Low,Male,0,-1.0,1,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
26,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,2013-03-03 11:28:54,2013-04-02 09:22:27
60,F,African-American,Greater than 45,Low,Male,2,0.0,1,0,2013-09-20 12:40:56,2013-09-21 04:29:15
27,F,Caucasian,25 - 45,Medium,Male,2,-1.0,7,1,2014-09-16 11:16:42,2014-09-17 08:16:23
41,F,African-American,25 - 45,Medium,Male,16,379.0,7,1,2014-05-09 11:01:27,2014-05-09 08:25:07
22,F,Caucasian,Less than 25,Medium,Male,1,-1.0,6,0,2013-01-14 04:29:03,2013-01-15 01:53:43
28,F,African-American,25 - 45,Medium,Male,3,0.0,7,0,2013-08-09 03:57:00,2013-08-09 08:19:19
33,F,African-American,25 - 45,Medium,Male,13,0.0,6,1,2013-02-22 01:06:01,2013-02-22 07:19:24
28,F,African-American,25 - 45,Low,Male,2,-1.0,2,1,2013-01-15 07:30:10,2013-05-20 09:16:44
55,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,1,2013-12-22 12:42:17,2013-12-22 01:00:00
21,F,African-American,Less than 25,High,Male,6,-19.0,8,1,2013-10-21 11:14:12,2013-10-22 01:34:19
30,F,African-American,25 - 45,Medium,Male,1,-305.0,7,0,2013-04-25 07:53:02,2013-04-25 08:08:44
28,F,Hispanic,25 - 45,Low,Male,2,-1.0,3,1,2013-03-03 10:29:13,2013-03-05 09:58:12
22,M,Hispanic,Less than 25,Low,Female,0,-1.0,2,0,2014-02-10 10:29:08,2014-02-11 01:22:50
24,M,African-American,Less than 25,Medium,Female,2,-1.0,6,0,2014-05-21 03:13:07,2014-05-22 02:07:33
29,F,Caucasian,25 - 45,Medium,Female,6,-2.0,7,1,2014-12-18 11:49:33,2015-02-24 09:41:25
45,F,African-American,Greater than 45,Low,Male,5,230.0,1,0,2014-04-02 04:38:03,2014-04-03 09:26:00
24,M,African-American,Less than 25,High,Male,2,0.0,8,1,2013-05-12 12:29:59,2013-07-01 06:53:04
50,F,African-American,Greater than 45,Low,Male,12,-22.0,1,1,2013-02-11 07:57:07,2013-02-12 08:00:25
24,M,African-American,Less than 25,Medium,Male,1,-1.0,6,1,2014-05-17 11:21:14,2014-05-19 03:52:52
47,F,African-American,Greater than 45,Low,Male,1,-1.0,2,0,2013-01-21 05:34:28,2013-03-12 01:00:34
57,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
54,F,Caucasian,Greater than 45,Low,Male,6,0.0,1,0,2013-03-15 01:04:54,2013-03-16 01:02:43
40,F,Caucasian,25 - 45,Low,Male,2,-16.0,1,0,2014-06-25 12:58:18,2014-07-11 01:58:39
42,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2013-03-27 02:21:15,2013-03-28 07:29:08
35,F,Caucasian,25 - 45,Low,Male,5,-20.0,3,0,2013-03-02 11:26:56,2013-03-03 09:01:52
30,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,2013-12-06 03:42:21,2013-12-07 08:00:41
53,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,2013-02-12 11:20:43,2013-02-13 07:54:55
31,M,African-American,25 - 45,Low,Female,2,-1.0,3,0,2014-02-27 05:08:53,2014-03-01 05:09:38
34,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,2014-12-13 11:02:19,2014-12-14 09:22:27
25,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,2014-07-07 04:30:19,2014-07-16 03:00:43
83,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
46,F,Hispanic,Greater than 45,Medium,Male,15,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
35,M,African-American,25 - 45,Low,Male,1,0.0,4,0,2014-09-14 06:35:10,2014-09-16 03:19:25
25,O,Hispanic,25 - 45,Medium,Male,0,-1.0,6,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
31,F,African-American,25 - 45,Low,Male,0,-1.0,2,1,2014-11-14 04:26:21,2014-11-15 11:29:44
24,O,Caucasian,Less than 25,Low,Male,0,-1.0,2,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
32,O,Hispanic,25 - 45,Medium,Female,0,-1.0,5,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
23,F,Other,Less than 25,High,Male,4,-1.0,10,0,2013-08-14 05:29:49,2013-08-16 10:55:19
47,F,African-American,Greater than 45,Low,Male,9,-1.0,4,1,2013-08-05 06:18:35,2013-10-09 05:46:08
31,F,Hispanic,25 - 45,Medium,Male,4,-1.0,6,0,2013-04-17 03:45:48,2013-09-12 10:31:00
50,O,African-American,Greater than 45,High,Male,0,-1.0,8,0,2013-04-17 03:45:48,2013-09-12 10:31:00
35,F,Asian,25 - 45,Low,Male,1,-1.0,1,0,2014-11-13 11:05:19,2014-11-16 04:31:13
27,F,African-American,25 - 45,Low,Female,0,-1.0,4,0,2014-10-02 08:00:53,2014-10-04 08:38:30
24,F,African-American,Less than 25,Medium,Female,3,0.0,5,0,2014-11-18 02:51:24,2014-11-18 08:27:40
28,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,2014-04-20 02:48:18,2014-04-21 01:25:22
24,M,African-American,Less than 25,High,Male,9,-1.0,9,1,2013-04-29 07:23:26,2013-05-02 09:55:11
42,O,African-American,25 - 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
22,F,African-American,Less than 25,High,Female,2,-1.0,9,0,2013-10-14 09:45:50,2013-10-17 09:23:49
58,M,African-American,Greater than 45,Medium,Male,12,1.0,6,0,2014-11-14 01:37:54,2015-03-09 03:03:51
45,M,Hispanic,Greater than 45,Low,Male,1,-22.0,1,0,2013-01-17 06:04:20,2013-01-17 06:56:34
30,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,2014-01-21 11:10:03,2014-01-22 09:10:18
30,M,Other,25 - 45,High,Male,5,-1.0,8,1,2013-01-04 08:12:30,2013-01-10 01:43:15
36,M,African-American,25 - 45,Low,Male,4,-1.0,2,0,2013-04-17 03:45:48,2013-09-12 10:31:00
43,M,Caucasian,25 - 45,High,Female,22,-1.0,10,1,2014-07-10 12:37:17,2014-08-06 05:04:56
20,M,African-American,Less than 25,Medium,Male,0,0.0,6,0,2014-07-29 02:48:46,2014-07-29 06:33:05
50,M,African-American,Greater than 45,Low,Male,0,0.0,1,0,2013-04-22 01:45:49,2013-04-22 06:41:19
24,F,Other,Less than 25,Low,Female,2,-1.0,4,1,2014-07-08 03:40:37,2014-07-09 07:31:40
42,F,Caucasian,25 - 45,Medium,Female,3,-3.0,5,0,2013-02-08 09:19:36,2013-02-09 01:26:38
29,F,Caucasian,25 - 45,Medium,Female,1,-1.0,7,1,2014-11-12 02:53:26,2014-11-25 09:30:44
28,F,Hispanic,25 - 45,Low,Female,2,-1.0,3,0,2013-04-17 03:45:48,2013-09-12 10:31:00
36,M,Caucasian,25 - 45,Low,Male,0,0.0,2,0,2014-11-04 03:08:55,2014-11-07 06:10:38
31,M,Hispanic,25 - 45,Low,Male,0,0.0,1,0,2013-03-24 07:11:37,2013-03-25 08:17:18
78,O,Caucasian,Greater than 45,Low,Male,0,-1.0,4,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
29,F,African-American,25 - 45,Medium,Male,4,-76.0,5,0,2014-08-02 05:37:49,2014-08-03 08:05:57
25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,2014-09-27 04:41:31,2014-11-20 10:01:09
35,O,Caucasian,25 - 45,Medium,Female,0,-1.0,6,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
36,F,African-American,25 - 45,Medium,Male,4,0.0,5,0,2013-05-12 01:05:46,2013-05-13 03:22:20
24,M,African-American,Less than 25,Medium,Male,1,-1.0,5,1,2013-05-02 03:02:18,2013-05-04 03:36:58
28,F,Caucasian,25 - 45,Medium,Male,5,0.0,5,0,2013-04-14 03:00:32,2013-04-14 07:15:58
29,O,Caucasian,25 - 45,Medium,Male,0,-1.0,5,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
25,M,African-American,25 - 45,High,Male,1,-1.0,8,0,2013-04-17 03:45:48,2013-09-12 10:31:00
31,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,2014-11-21 08:37:59,2014-11-22 08:22:21
23,F,African-American,Less than 25,Low,Male,0,-1.0,4,0,2013-02-08 06:33:18,2013-02-11 08:47:47
29,M,Caucasian,25 - 45,Medium,Male,4,-1.0,6,1,2013-04-11 11:52:52,2013-04-18 11:54:40
51,M,African-American,Greater than 45,Medium,Male,11,-1.0,5,1,2013-08-12 03:47:07,2013-10-30 09:56:54
34,F,African-American,25 - 45,Medium,Male,1,-1.0,5,0,2013-01-09 01:08:47,2013-01-10 05:09:51
29,F,African-American,25 - 45,Low,Male,12,0.0,2,1,2013-11-01 05:44:04,2013-11-01 08:52:01
39,M,African-American,25 - 45,High,Male,11,-1.0,8,0,2013-10-09 02:25:17,2013-10-18 05:02:10
39,F,African-American,25 - 45,High,Male,13,-1.0,10,1,2014-07-11 01:26:51,2014-07-12 08:02:59
53,O,African-American,Greater than 45,Medium,Male,0,-1.0,6,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
20,M,African-American,Less than 25,Low,Female,0,0.0,4,0,2014-12-29 02:07:14,2014-12-29 07:06:14
24,M,African-American,Less than 25,Medium,Female,4,-27.0,5,0,2014-08-29 12:43:10,2014-09-25 10:25:53
35,F,Caucasian,25 - 45,Medium,Male,0,0.0,6,0,2014-12-27 07:21:25,2015-01-05 08:35:48
36,M,Hispanic,25 - 45,Low,Female,0,0.0,2,0,2013-04-07 02:43:54,2013-04-07 06:10:19
59,M,African-American,Greater than 45,Medium,Male,15,-1.0,6,1,2014-03-11 09:33:06,2014-03-26 05:34:47
19,F,African-American,Less than 25,High,Male,0,0.0,9,0,2014-11-11 12:34:44,2015-05-22 03:13:05
25,F,Caucasian,25 - 45,Low,Male,3,-1.0,1,0,2014-06-21 11:53:44,2014-06-22 04:17:19
23,F,African-American,Less than 25,High,Male,3,-1.0,8,1,2013-12-11 08:58:31,2013-12-12 08:41:19
31,F,African-American,25 - 45,High,Male,15,0.0,8,0,2013-05-25 12:00:10,2013-05-25 07:36:34
34,F,Other,25 - 45,Low,Male,2,-1.0,2,0,2014-05-05 05:31:22,2014-05-09 09:31:29
28,M,African-American,25 - 45,Low,Female,0,-1.0,2,0,2014-04-05 09:35:32,2014-04-06 08:44:32
53,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,2013-11-18 04:04:43,2013-11-18 02:15:16
34,F,African-American,25 - 45,Medium,Male,12,0.0,7,0,2014-02-06 12:40:18,2014-03-13 05:43:50
63,F,African-American,Greater than 45,Low,Female,1,0.0,1,0,2013-11-08 03:13:23,2013-11-08 09:33:45
21,F,Other,Less than 25,Low,Male,0,-1.0,4,1,2013-10-30 12:06:54,2013-10-31 11:29:01
21,F,African-American,Less than 25,Medium,Female,0,0.0,7,1,2014-10-04 05:09:06,2014-10-04 07:38:51
47,F,Caucasian,Greater than 45,High,Male,28,-1.0,9,1,2014-11-21 09:04:06,2014-12-25 06:41:19
25,F,Other,25 - 45,Low,Male,3,-1.0,4,0,2014-11-19 11:17:49,2014-11-20 02:15:12
34,F,African-American,25 - 45,Medium,Male,7,0.0,5,1,2014-10-11 12:49:58,2014-10-11 01:58:15
42,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,2014-11-06 11:01:59,2014-11-16 07:25:37
43,M,African-American,25 - 45,Low,Male,1,-1.0,1,0,2013-04-17 03:45:48,2013-09-12 10:31:00
22,F,African-American,Less than 25,Low,Male,0,0.0,4,0,2014-05-29 01:26:01,2014-05-29 08:57:41
58,F,Caucasian,Greater than 45,Medium,Male,4,0.0,5,1,2014-11-13 11:35:04,2014-11-14 09:12:36
40,F,Hispanic,25 - 45,Low,Female,4,0.0,3,1,2014-11-02 02:43:30,2014-11-07 04:27:50
20,M,African-American,Less than 25,Medium,Male,1,-3.0,5,0,2014-05-27 10:59:07,2014-05-29 04:36:14
36,F,African-American,25 - 45,High,Male,16,-8.0,8,1,2013-12-10 01:15:04,2013-12-18 10:47:31
23,M,African-American,Less than 25,Low,Female,0,-1.0,4,1,2013-01-30 10:25:05,2013-02-01 02:10:14
34,F,African-American,25 - 45,Low,Male,5,-1.0,2,1,2013-04-25 08:35:15,2013-04-26 07:37:40
56,F,Caucasian,Greater than 45,Low,Male,13,-13.0,2,0,2013-06-26 10:01:48,2013-07-03 08:32:05
52,F,Caucasian,Greater than 45,Low,Female,0,-6.0,1,0,2013-12-05 11:56:49,2013-12-06 02:06:17
56,F,African-American,Greater than 45,Low,Male,0,-1.0,2,0,2013-03-26 11:29:32,2013-04-02 10:35:48
53,F,Caucasian,Greater than 45,Low,Male,1,0.0,1,0,2014-06-15 04:28:49,2014-06-16 01:12:51
37,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,2014-02-12 08:58:01,2014-02-13 12:55:43
50,M,Caucasian,Greater than 45,Low,Female,0,0.0,1,0,2013-09-30 12:58:02,2013-10-02 07:23:30
25,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,2013-02-08 11:08:45,2013-02-09 09:12:11
22,F,African-American,Less than 25,Medium,Male,0,-1.0,5,1,2013-03-11 10:30:13,2013-03-12 01:07:23
43,M,Caucasian,25 - 45,Low,Female,0,0.0,1,1,2013-08-02 01:25:54,2013-08-02 07:52:49
30,M,Caucasian,25 - 45,Low,Male,1,-1.0,2,0,2013-01-11 03:35:40,2013-02-15 09:20:24
25,F,African-American,25 - 45,Medium,Male,3,-15.0,7,0,2014-06-09 12:08:28,2014-06-10 07:26:29
22,O,African-American,Less than 25,Medium,Male,0,-1.0,7,-1,2013-04-17 03:45:48,2013-09-12 10:31:00
29,F,Asian,25 - 45,Low,Male,0,-1.0,1,0,2013-02-24 04:36:56,2013-02-25 01:34:48
24,F,Caucasian,Less than 25,Low,Male,0,-1.0,2,0,2013-03-30 09:22:07,2013-03-31 02:54:13
29,M,African-American,25 - 45,High,Male,7,-1.0,8,1,2013-09-07 09:27:43,2013-09-08 06:44:09
27,F,Caucasian,25 - 45,Low,Female,3,-1.0,3,0,2013-04-17 03:45:48,2013-09-12 10:31:00
20,F,African-American,Less than 25,High,Female,1,-1.0,9,0,2013-04-17 03:45:48,2013-09-12 10:31:00
24,F,Caucasian,Less than 25,Low,Female,0,-2.0,4,0,2013-09-30 07:53:28,2013-10-01 02:11:36
74,F,African-American,Greater than 45,Low,Female,0,-1.0,1,0,2013-11-06 11:55:36,2013-11-07 02:32:47
27,M,African-American,25 - 45,Medium,Male,8,0.0,7,1,2013-08-30 12:08:49,2013-08-31 04:11:35
37,F,Hispanic,25 - 45,Low,Male,1,-1.0,2,1,2013-04-04 11:29:59,2013-04-05 06:14:28
39,F,African-American,25 - 45,High,Male,8,197.0,10,1,2014-09-04 04:33:11,2014-09-08 08:11:38
29,F,Caucasian,25 - 45,Low,Male,5,0.0,2,0,2013-10-26 02:22:33,2013-10-26 08:52:16
26,F,Caucasian,25 - 45,High,Male,3,-1.0,9,0,2014-10-04 05:59:26,2015-11-19 06:10:43
25,M,African-American,25 - 45,Low,Male,0,-1.0,3,1,2013-04-17 03:45:48,2013-09-12 10:31:00
35,F,African-American,25 - 45,Low,Female,5,-1.0,3,0,2013-11-19 12:43:57,2013-11-20 09:48:47
